Mod:Item:MetaData, Localized Name
minecraft:spawn_egg:908, Spawn Bewitched Tome
minecraft:spawn_egg:909, Spawn Traveling Merchant
minecraft:spawn_egg:910, Spawn Lost Miner
minecraft:spawn_egg:911, Spawn Brain Slime
minecraft:spawn_egg:912, Spawn Skeleton Warrior
minecraft:spawn_egg:913, Spawn Mother Spider
minecraft:spawn_egg:915, Spawn Blazing Juggernaut
minecraft:spawn_egg:916, Spawn Sheepman
minecraft:spawn_egg:918, Spawn Summoner
minecraft:spawn_egg:920, Spawn Sheepman Smith
minecraft:spawn_egg:921, Spawn Lily Lurker
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, TNT Cart
minecraft:hopper_minecart, Hopper Cart
IC2:blockCable, ic2.blockCable.name
IC2:blockKineticGenerator:0, ic2.blockWindKineticGenerator
IC2:blockKineticGenerator:1, ic2.blockSteamKineticGenerator
IC2:blockKineticGenerator:2, ic2.blockElectricKineticGenerator
IC2:blockKineticGenerator:3, ic2.blockManualKineticGenerator
IC2:blockKineticGenerator:4, ic2.blockWaterKineticGenerator
IC2:blockKineticGenerator:5, ic2.blockStirlingKineticGenerator
IC2:blockHeatGenerator:0, ic2.blockSolidHeatGenerator
IC2:blockHeatGenerator:1, ic2.blockFluidHeatGenerator
IC2:blockHeatGenerator:2, ic2.blockRTHeatGenerator
IC2:blockHeatGenerator:3, ic2.blockElectricHeatGenerator
IC2:blockGenerator:0, ic2.blockGenerator
IC2:blockGenerator:1, ic2.blockGeoGenerator
IC2:blockGenerator:2, ic2.blockWaterGenerator
IC2:blockGenerator:3, ic2.blockSolarGenerator
IC2:blockGenerator:4, ic2.blockWindGenerator
IC2:blockGenerator:5, ic2.blockNuclearReactor
IC2:blockGenerator:6, ic2.blockRTGenerator
IC2:blockGenerator:7, ic2.blockSemifluidGenerator
IC2:blockGenerator:8, ic2.blockStirlingGenerator
IC2:blockGenerator:9, ic2.blockKineticGenerator
IC2:blockReactorChamber, ic2.blockReactorChamber.name
IC2:blockReactorFluidPort, ic2.blockReactorFluidPort.name
IC2:blockReactorAccessHatch, ic2.blockReactorAccessHatch.name
IC2:blockReactorRedstonePort, ic2.blockReactorRedstonePort.name
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
IC2:blockreactorvessel, ic2.blockreactorvessel.name
IC2:blockElectric:3, ic2.blockTransformerLV
IC2:blockElectric:4, ic2.blockTransformerMV
IC2:blockElectric:5, ic2.blockTransformerHV
IC2:blockElectric:6, ic2.blockTransformerEV
IC2:blockElectric:0, ic2.blockBatBox
IC2:blockElectric:7, ic2.blockCESU
IC2:blockElectric:1, ic2.blockMFE
IC2:blockElectric:2, ic2.blockMFSU
IC2:blockElectric:0, ic2.blockBatBox
IC2:blockElectric:7, ic2.blockCESU
IC2:blockElectric:1, ic2.blockMFE
IC2:blockElectric:2, ic2.blockMFSU
IC2:blockChargepad:0, ic2.blockChargepadBatBox
IC2:blockChargepad:1, ic2.blockChargepadCESU
IC2:blockChargepad:2, ic2.blockChargepadMFE
IC2:blockChargepad:3, ic2.blockChargepadMFSU
IC2:blockChargepad:0, ic2.blockChargepadBatBox
IC2:blockChargepad:1, ic2.blockChargepadCESU
IC2:blockChargepad:2, ic2.blockChargepadMFE
IC2:blockChargepad:3, ic2.blockChargepadMFSU
IC2:blockMachine:0, ic2.blockMachine
IC2:blockMachine:1, ic2.blockIronFurnace
IC2:blockMachine:2, ic2.blockElecFurnace
IC2:blockMachine:3, ic2.blockMacerator
IC2:blockMachine:4, ic2.blockExtractor
IC2:blockMachine:5, ic2.blockCompressor
IC2:blockMachine:6, ic2.blockCanner
IC2:blockMachine:7, ic2.blockMiner
IC2:blockMachine:8, ic2.blockPump
IC2:blockMachine:9, ic2.blockMagnetizer
IC2:blockMachine:10, ic2.blockElectrolyzer
IC2:blockMachine:11, ic2.blockRecycler
IC2:blockMachine:12, ic2.blockAdvMachine
IC2:blockMachine:13, ic2.blockInduction
IC2:blockMachine:14, ic2.blockMatter
IC2:blockMachine:15, ic2.blockTerra
IC2:blockMachine2:0, ic2.blockTeleporter
IC2:blockMachine2:1, ic2.blockTesla
IC2:blockMachine2:2, ic2.blockCropmatron
IC2:blockMachine2:3, ic2.blockCentrifuge
IC2:blockMachine2:4, ic2.blockMetalFormer
IC2:blockMachine2:5, ic2.blockOreWashingPlant
IC2:blockMachine2:6, ic2.blockPatternStorage
IC2:blockMachine2:7, ic2.blockScanner
IC2:blockMachine2:8, ic2.blockReplicator
IC2:blockMachine2:9, ic2.blockSolidCanner
IC2:blockMachine2:10, ic2.blockFluidBottler
IC2:blockMachine2:11, ic2.blockAdvMiner
IC2:blockMachine2:12, ic2.blockLiquidHeatExchanger
IC2:blockMachine2:13, ic2.blockFermenter
IC2:blockMachine2:14, ic2.blockFluidRegulator
IC2:blockMachine2:15, ic2.blockCondenser
IC2:blockMachine3:0, ic2.blockSteamGenerator
IC2:blockMachine3:1, ic2.blockBlastFurnace
IC2:blockMachine3:2, ic2.blockBlockCutter
IC2:blockMachine3:3, ic2.blockSolarDestiller
IC2:blockMachine3:4, ic2.blockFluidDistributor
IC2:blockMachine3:5, ic2.blockSortingMachine
IC2:blockMachine3:6, ic2.blockItemBuffer
IC2:blockMachine3:7, ic2.blockCropHavester
IC2:blockMachine3:8, ic2.blockLathe
IC2:blockLuminatorDark, ic2.blockLuminatorDark.name
IC2:blockLuminator, ic2.blockLuminator.name
IC2:blockMiningPipe, ic2.blockMiningPipe.name
IC2:blockMiningTip, ic2.blockMiningTip.name
IC2:blockPersonal:0, ic2.blockPersonalChest
IC2:blockPersonal:1, ic2.blockPersonalTrader
IC2:blockPersonal:2, ic2.blockPersonalTraderEnergy
IC2:blockITNT, ic2.blockITNT.name
IC2:blockNuke, ic2.blockNuke.name
IC2:blockDynamite, ic2.blockDynamite.name
IC2:blockDynamiteRemote, ic2.blockDynamiteRemote.name
IC2:blockCrop, ic2.blockCrop.name
IC2:blockBarrel, ic2.blockBarrel.name
IC2:fluidUuMatter, ic2.fluidUuMatter.name
IC2:fluidConstructionFoam, ic2.fluidConstructionFoam.name
IC2:fluidCoolant, ic2.fluidCoolant.name
IC2:fluidHotCoolant, ic2.fluidHotCoolant.name
IC2:fluidPahoehoeLava, ic2.fluidPahoehoeLava.name
IC2:fluidBiomass, ic2.fluidBiomass.name
IC2:fluidBiogas, ic2.fluidBiogas.name
IC2:fluidDistilledWater, ic2.fluidDistilledWater.name
IC2:fluidSuperheatedSteam, ic2.fluidSuperheatedSteam.name
IC2:fluidSteam, ic2.fluidSteam.name
IC2:fluidHotWater, ic2.fluidHotWater.name
AdvancedSolarPanel:BlockMolecularTransformer, Unnamed Block, report to mod author.
AdvancedSolarPanel:BlockAdvSolarPanel:0, Advanced Solar Panel
AdvancedSolarPanel:BlockAdvSolarPanel:1, Hybrid Solar Panel
AdvancedSolarPanel:BlockAdvSolarPanel:2, Ultimate Hybrid Solar Panel
AdvancedSolarPanel:BlockAdvSolarPanel:3, Quantum Solar Panel
AdvancedSolarPanel:BlockAdvSolarPanel:4, Quantum Generator
appliedenergistics2:tile.OreQuartz, Certus Quartz Ore
appliedenergistics2:tile.OreQuartzCharged, Charged Certus Quartz Ore
appliedenergistics2:tile.BlockMatrixFrame, Matrix Frame
appliedenergistics2:tile.BlockQuartz, Certus Quartz Block
appliedenergistics2:tile.BlockQuartzPillar, Certus Quartz Pillar
appliedenergistics2:tile.BlockQuartzChiseled, Chiseled Certus Quartz Block
appliedenergistics2:tile.BlockQuartzGlass, Quartz Glass
appliedenergistics2:tile.BlockQuartzLamp, Vibrant Quartz Glass
appliedenergistics2:tile.BlockQuartzTorch, Charged Quartz Fixture
appliedenergistics2:tile.BlockFluix, Fluix Block
appliedenergistics2:tile.BlockSkyStone:0, Sky Stone
appliedenergistics2:tile.BlockSkyStone:1, Sky Stone Block
appliedenergistics2:tile.BlockSkyStone:2, Sky Stone Brick
appliedenergistics2:tile.BlockSkyStone:3, Sky Stone Small Brick
appliedenergistics2:tile.BlockSkyChest:0, Sky Stone Chest
appliedenergistics2:tile.BlockSkyChest:1, Sky Stone Block Chest
appliedenergistics2:tile.BlockSkyCompass, Meteorite Compass
appliedenergistics2:tile.BlockGrinder, Quartz Grindstone
appliedenergistics2:tile.BlockCrank, Wooden Crank
appliedenergistics2:tile.BlockInscriber, Inscriber
appliedenergistics2:tile.BlockWireless, ME Wireless Access Point
appliedenergistics2:tile.BlockCharger, Charger
appliedenergistics2:tile.BlockTinyTNT, Tiny TNT
appliedenergistics2:tile.BlockSecurity, ME Security Terminal
appliedenergistics2:tile.BlockQuantumRing, ME Quantum Ring
appliedenergistics2:tile.BlockQuantumLinkChamber, ME Quantum Link Chamber
appliedenergistics2:tile.BlockSpatialPylon, Spatial Pylon
appliedenergistics2:tile.BlockSpatialIOPort, Spatial IO Port
appliedenergistics2:tile.BlockCableBus, AE2 Cable and/or Bus
appliedenergistics2:tile.BlockController, ME Controller
appliedenergistics2:tile.BlockDrive, ME Drive
appliedenergistics2:tile.BlockChest, ME Chest
appliedenergistics2:tile.BlockInterface, ME Interface
appliedenergistics2:tile.BlockCellWorkbench, Cell Workbench
appliedenergistics2:tile.BlockIOPort, ME IO Port
appliedenergistics2:tile.BlockCondenser, Matter Condenser
appliedenergistics2:tile.BlockEnergyAcceptor, Energy Acceptor
appliedenergistics2:tile.BlockVibrationChamber, Vibration Chamber
appliedenergistics2:tile.BlockQuartzGrowthAccelerator, Crystal Growth Accelerator
appliedenergistics2:tile.BlockEnergyCell, Energy Cell
appliedenergistics2:tile.BlockDenseEnergyCell, Dense Energy Cell
appliedenergistics2:tile.BlockCreativeEnergyCell, Creative Energy Cell
appliedenergistics2:tile.BlockCraftingUnit:0, Crafting Unit
appliedenergistics2:tile.BlockCraftingUnit:1, Crafting Co-Processing Unit
appliedenergistics2:tile.BlockCraftingUnit:2, Quad Core Co-Processing Unit
appliedenergistics2:tile.BlockCraftingUnit:3, 16 Core Co-Processing Unit
appliedenergistics2:tile.BlockCraftingStorage:0, 1k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:1, 4k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:2, 16k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:3, 64k Crafting Storage
appliedenergistics2:tile.BlockAdvancedCraftingStorage:0, 256k Crafting Storage
appliedenergistics2:tile.BlockAdvancedCraftingStorage:1, 1024k Crafting Storage
appliedenergistics2:tile.BlockAdvancedCraftingStorage:2, 4096k Crafting Storage
appliedenergistics2:tile.BlockAdvancedCraftingStorage:3, 16384k Crafting Storage
appliedenergistics2:tile.BlockCraftingMonitor:0, Crafting Monitor
appliedenergistics2:tile.BlockMolecularAssembler, Molecular Assembler
appliedenergistics2:tile.BlockLightDetector, Light Detecting Fixture
appliedenergistics2:tile.BlockPaint, tile.appliedenergistics2.BlockPaint.name
appliedenergistics2:tile.SkyStoneStairBlock, Sky Stone Stairs
appliedenergistics2:tile.SkyStoneBlockStairBlock, Sky Stone Block Stairs
appliedenergistics2:tile.SkyStoneBrickStairBlock, Sky Stone Brick Stairs
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock, Sky Stone Small Brick Stairs
appliedenergistics2:tile.FluixStairBlock, Fluix Stairs
appliedenergistics2:tile.QuartzStairBlock, Certus Quartz Stairs
appliedenergistics2:tile.ChiseledQuartzStairBlock, Chiseled Certus Quartz Stairs
appliedenergistics2:tile.QuartzPillarStairBlock, Certus Quartz Pillar Stairs
appliedenergistics2:tile.SkyStoneSlabBlock:0, Sky Stone Slabs
appliedenergistics2:tile.SkyStoneSlabBlock.double:0, Sky Stone Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock:0, Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock.double:0, Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock:0, Sky Stone Brick Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock.double:0, Sky Stone Brick Slabs
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock:0, Sky Stone Small Brick Slabs
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock.double:0, Sky Stone Small Brick Slabs
appliedenergistics2:tile.FluixSlabBlock:0, Fluix Slabs
appliedenergistics2:tile.FluixSlabBlock.double:0, Fluix Slabs
appliedenergistics2:tile.QuartzSlabBlock:0, Certus Quartz Slabs
appliedenergistics2:tile.QuartzSlabBlock.double:0, Certus Quartz Slabs
appliedenergistics2:tile.ChiseledQuartzSlabBlock:0, Chiseled Certus Quartz Slabs
appliedenergistics2:tile.ChiseledQuartzSlabBlock.double:0, Chiseled Certus Quartz Slabs
appliedenergistics2:tile.QuartzPillarSlabBlock:0, Certus Quartz Pillar Slabs
appliedenergistics2:tile.QuartzPillarSlabBlock.double:0, Certus Quartz Pillar Slabs
atum:tile.portal, Portal
atum:tile.chestSpawner, Atum Chest
atum:tile.sand, Sand
atum:tile.stone, Limestone
atum:tile.cobble, Cracked Limestone
atum:tile.smallBrick, Limestone Small Bricks
atum:tile.carvedBrick, Limestone Carved Bricks
atum:tile.smoothStairs, Limestone Stairs
atum:tile.cobbleStairs, Limestone Cobble Stairs
atum:tile.largeStairs, Limestone Large Brick Stairs (Unbreakable)
atum:tile.largeStairsBreakable, Limestone Large Brick Stairs
atum:tile.smallStairs, Limestone Small Brick Stairs
atum:tile.sandLayer, Sand Layer
atum:tile.crackedLargeBrick, Limestone Cracked Large Bricks
atum:tile.crystalGlass, Crystal Glass
atum:tile.framedGlass, Framed Glass
atum:tile.palmSapling, Palm Sapling
atum:tile.date, Date
atum:tile.shrub, Shrub
atum:tile.weed, Weed
atum:tile.papyrus, Papyrus
atum:tile.flax, Flax
atum:tile.fertileSoil, Fertile Soil
atum:tile.fertileSoilTilled, Tilled Fertile Soil
atum:tile.palmLog, Palm Log
atum:tile.palmLeaves, Palm Leaves
atum:tile.palmPlanks, Palm Planks
atum:tile.thinCrystalGlass, Thin Crystal Glass
atum:tile.thinFramedGlass, Thin Framed Glass
atum:tile.burningTrap, Burning Trap
atum:tile.pharaohChest, Pharaoh's Chest
atum:tile.redstoneOre, Redstone Ore
atum:tile.coalOre, Coal Ore
atum:tile.ironOre, Iron Ore
atum:tile.goldOre, Gold Ore
atum:tile.lapisOre, Lapis Ore
atum:tile.diamondOre, Diamond Ore
atum:tile.furnaceIdle, Limestone Furnace
atum:tile.furnaceBurning, Limestone Furnace
atum:tile.largeBrick:0, Limestone Large Bricks (Unbreakable)
atum:tile.largeBrick:1, Limestone Large Bricks (Unbreakable)
atum:tile.largeBrick:2, Limestone Large Bricks
atum:tile.crystalStainedGlass:0, Black Stained Crystal Glass
atum:tile.crystalStainedGlass:1, Red Stained Crystal Glass
atum:tile.crystalStainedGlass:2, Green Stained Crystal Glass
atum:tile.crystalStainedGlass:3, Brown Stained Crystal Glass
atum:tile.crystalStainedGlass:4, Blue Stained Crystal Glass
atum:tile.crystalStainedGlass:5, Purple Stained Crystal Glass
atum:tile.crystalStainedGlass:6, Cyan Stained Crystal Glass
atum:tile.crystalStainedGlass:7, Silver Stained Crystal Glass
atum:tile.crystalStainedGlass:8, Gray Stained Crystal Glass
atum:tile.crystalStainedGlass:9, Pink Stained Crystal Glass
atum:tile.crystalStainedGlass:10, Lime Stained Crystal Glass
atum:tile.crystalStainedGlass:11, Yellow Stained Crystal Glass
atum:tile.crystalStainedGlass:12, Light Blue Stained Crystal Glass
atum:tile.crystalStainedGlass:13, Magenta Stained Crystal Glass
atum:tile.crystalStainedGlass:14, Orange Stained Crystal Glass
atum:tile.crystalStainedGlass:15, White Stained Crystal Glass
atum:tile.framedStainedGlass:0, Black Stained Framed Glass
atum:tile.framedStainedGlass:1, Red Stained Framed Glass
atum:tile.framedStainedGlass:2, Green Stained Framed Glass
atum:tile.framedStainedGlass:3, Brown Stained Framed Glass
atum:tile.framedStainedGlass:4, Blue Stained Framed Glass
atum:tile.framedStainedGlass:5, Purple Stained Framed Glass
atum:tile.framedStainedGlass:6, Cyan Stained Framed Glass
atum:tile.framedStainedGlass:7, Silver Stained Framed Glass
atum:tile.framedStainedGlass:8, Gray Stained Framed Glass
atum:tile.framedStainedGlass:9, Pink Stained Framed Glass
atum:tile.framedStainedGlass:10, Lime Stained Framed Glass
atum:tile.framedStainedGlass:11, Yellow Stained Framed Glass
atum:tile.framedStainedGlass:12, Light Blue Stained Framed Glass
atum:tile.framedStainedGlass:13, Magenta Stained Framed Glass
atum:tile.framedStainedGlass:14, Orange Stained Framed Glass
atum:tile.framedStainedGlass:15, White Stained Framed Glass
atum:tile.thinCrystalStainedGlass:0, Black Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:1, Red Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:2, Green Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:3, Brown Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:4, Blue Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:5, Purple Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:6, Cyan Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:7, Silver Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:8, Gray Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:9, Pink Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:10, Lime Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:11, Yellow Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:12, Light Blue Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:13, Magenta Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:14, Orange Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:15, White Stained Thin Crystal Glass
atum:tile.thinFramedStainedGlass:0, Black Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:1, Red Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:2, Green Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:3, Brown Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:4, Blue Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:5, Purple Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:6, Cyan Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:7, Silver Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:8, Gray Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:9, Pink Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:10, Lime Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:11, Yellow Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:12, Light Blue Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:13, Magenta Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:14, Orange Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:15, White Stained Thin Framed Glass
atum:tile.slab, tile.slab.name
atum:tile.doubleSlab, Limestone Slab
atum:tile.walls, tile.walls.name
Thaumcraft:blockFluxGoo:0, Flux Goo
Thaumcraft:blockFluxGas:0, Flux Gas
Thaumcraft:blockFluidPure, Purifying Fluid
Thaumcraft:blockFluidDeath, Liquid Death
Thaumcraft:blockCustomOre:0, Cinnabar Ore
Thaumcraft:blockCustomOre:1, Air Infused Stone
Thaumcraft:blockCustomOre:2, Fire Infused Stone
Thaumcraft:blockCustomOre:3, Water Infused Stone
Thaumcraft:blockCustomOre:4, Earth Infused Stone
Thaumcraft:blockCustomOre:5, Order Infused Stone
Thaumcraft:blockCustomOre:6, Entropy Infused Stone
Thaumcraft:blockCustomOre:7, Amber Bearing Stone
Thaumcraft:blockMagicalLog:0, Greatwood Log
Thaumcraft:blockMagicalLog:1, Silverwood Log
Thaumcraft:blockMagicalLeaves:0, Greatwood Leaves
Thaumcraft:blockMagicalLeaves:1, Silverwood Leaves
Thaumcraft:blockCustomPlant:0, Greatwood Sapling
